COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
PTF      48.64  Jun  42       8.10    3.2    7.5    3.2    7.5  40.64  49.95  0.16  0.03    84    80    44     1.5     3.5  40.64    26/    1
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
UAL      38.93  Feb+ 35       4.50    1.2   18.5    1.2   18.5  34.53  39.35  0.11  0.01    84    82    46     0.2     3.4  34.53    37/   54
UAL      38.93  Jul  30      10.80    6.1   12.0    6.1   12.0  28.23  40.65  0.27  0.04    84    79    45     2.9     5.7  28.23    52/   54
ESTC    116.58  Oct  85      38.60    8.8   11.6    8.8   11.6  78.08 123.45  0.33  0.06    84    79    44     5.0     6.6  78.08    40/   11
ALB     125.95  Sep  90      43.35    8.8   12.9    8.8   12.9  82.70 133.20  0.34  0.06    84    79    45     4.7     6.8  82.70    17/   68
APH      96.14  Jul  85      14.30    3.7    7.2    3.7    7.2  81.94  99.15  0.15  0.03    84    77    43     1.9     3.7  81.94    56/   11
U        34.10  Mar  28       7.35    4.1   25.3    4.1   25.3  26.85  35.20  0.21  0.03    84    79    45     1.8    11.0  26.85    21/   24
TXN     163.88  Jan+ 157.5    8.10    1.0   36.8    1.0   36.8 155.88 165.45  0.05  0.01    84    79    42     0.5    17.7 155.88    69/   53
GMED     55.36  Jun  47.5    10.00    4.4   10.2    4.4   10.2  45.46  57.35  0.18  0.04    84    78    43     2.3     5.4  45.46     6/   30
FCNCA  1379.69  Feb  1270   132.80    1.8   21.7    1.8   21.71246.991402.65  0.10  0.02    84    79    44     0.8     9.41246.99    32/   80
ALGM     25.97  Dec  17.5    10.00    8.6    9.2    8.6    9.2  16.07  27.35  0.38  0.05    84    79    46     4.1     4.5  16.07    28/   63
QLD      75.75  Apr  65      12.50    2.5    9.8    2.5    9.8  63.35  77.35  0.16  0.02    84    80    45     0.8     3.3  63.35    36/    2
CZR      44.75  Mar+ 39       6.75    2.2   18.1    2.2   18.1  38.10  45.60  0.15  0.02    84    80    45     0.8     6.2  38.10    20/    6
AXON    249.47  Jan'26 195   88.30   20.9   10.4   20.9   10.4 161.27 283.15  0.35  0.14    84    71    39    14.0     7.0 161.27    45/   20
PYPL     58.45  Feb+ 52       7.75    2.3   21.7    2.3   21.7  50.80  59.60  0.13  0.02    84    80    44     0.9     8.8  50.80    35/   40
U        34.10  Jun  25      11.10    8.0   18.6    8.0   18.6  23.10  35.95  0.32  0.05    84    78    45     4.1     9.6  23.10    19/   24
PYPL     58.45  May  47.5    13.05    4.3   12.8    4.3   12.8  45.50  60.40  0.22  0.03    84    79    45     1.9     5.7  45.50    32/   40
AXP     180.97  Jul  155     32.35    4.2    8.3    4.2    8.3 148.72 187.20  0.18  0.03    84    78    43     2.1     4.1 148.72    43/   33
EL      129.76  Aug  95      39.20    4.7    8.1    4.7    8.1  90.66 134.05  0.30  0.03    84    81    46     1.8     3.1  90.66    25/   97
GNRC    116.18  Aug  85      36.70    6.7   11.6    6.7   11.6  79.58 121.55  0.32  0.05    84    79    45     3.2     5.5  79.58    35/   28
PZZA     73.01  Jan'25 55    21.80    7.1    7.1    7.1    7.1  51.31  76.65  0.30  0.05    84    79    44     3.8     3.8  51.31    19/    4
GE      127.97  Jun  105     26.80    3.6    8.4    3.6    8.4 101.27 131.65  0.21  0.03    84    80    45     1.5     3.5 101.27    54/   36
RGA     168.75  Feb  160     11.20    1.5   17.2    1.5   17.2 157.65 171.05  0.07  0.01    84    78    42     0.7     8.4 157.65    25/    5
GE      127.97  Jan+ 122      7.30    1.0   35.7    1.0   35.7 120.77 129.15  0.06  0.01    84    79    44     0.4    13.6 120.77    68/   36
GE      127.97  Sep  100     33.05    5.2    7.6    5.2    7.6  95.02 132.90  0.26  0.04    84    80    45     2.5     3.7  95.02    58/   36
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
CROX    100.73  Mar  87.5    16.30    3.5   21.4    3.5   21.4  84.53 103.65  0.16  0.03    84    79    44     1.6    10.1  84.53    20/    1
SOXX    565.29  Jun  490     93.00    3.7    8.6    3.7    8.6 472.39 582.85  0.16  0.03    84    78    43     1.9     4.3 472.39    31/   20
RGLD    120.97  Jan'25 95    32.00    6.6    6.6    6.6    6.6  89.07 126.85  0.26  0.05    84    78    44     3.5     3.5  89.07    27/   34
ALL     151.50  Jul  130     25.90    3.4    6.7    3.4    6.7 125.70 155.75  0.17  0.03    84    80    44     1.6     3.2 125.70    25/   53
GES      22.73  Jun  18       5.60    4.2    9.7    4.2    9.7  17.23  23.45  0.24  0.03    84    80    46     1.6     3.6  17.23    20/   10
SOXX    565.29  Apr  505     72.80    2.5    9.7    2.5    9.7 492.59 577.65  0.13  0.02    84    79    44     1.1     4.2 492.59    33/   20
GEHC     74.97  Feb+ 71       4.70    0.8   17.7    0.8   17.7  70.37  75.55  0.06  0.01    84    80    45     0.2     5.0  70.37    38/   50
ELV     473.29  Feb+ 450     27.30    0.9   18.6    0.9   18.6 446.09 477.15  0.06  0.01    84    80    45     0.3     6.4 446.09    61/   43
GEHC     74.97  Jan'25 60    19.50    7.9    7.8    7.9    7.8  55.57  79.35  0.26  0.06    84    77    42     4.7     4.7  55.57    43/   50
ELV     473.29  Feb+ 445     32.30    0.9   13.3    0.9   13.3 441.09 477.15  0.07  0.01    84    81    45     0.2     3.6 441.09    49/   43
RGR      44.00  Apr  40       5.10    2.4    9.5    2.4    9.5  39.00  44.95  0.11  0.02    84    78    43     1.1     4.3  39.00    21/    7
TSLA    219.91  Mar  180     44.60    2.6   16.0    2.6   16.0 175.41 224.45  0.20  0.02    84    81    46     0.7     4.6 175.41    25/   30
SOXX    565.29  Sep  475    113.00    5.0    7.3    5.0    7.3 452.39 587.85  0.20  0.04    84    78    43     2.6     3.8 452.39    34/   20
SOXX    565.29  Jul  480    102.20    3.6    7.1    3.6    7.1 463.19 582.05  0.18  0.03    84    80    44     1.8     3.5 463.19    32/   20
GDX      28.39  Sep  23       6.80    5.8    8.5    5.8    8.5  21.69  29.65  0.24  0.04    84    78    44     3.0     4.4  21.69    29/   30
RJF     109.31  May  95      16.80    2.5    7.6    2.5    7.6  92.61 111.65  0.15  0.02    84    80    45     1.1     3.1  92.61    43/   12
AVGO   1114.96  Feb+ 1045    81.40    1.1   16.6    1.1   16.61033.661126.25  0.07  0.01    84    80    45     0.4     5.31033.66    21/   22
AVGO   1114.96  Feb+ 1055    69.60    0.9   19.5    0.9   19.51045.461124.45  0.06  0.01    84    80    45     0.3     6.31045.46    24/   22
TSLA    219.91  Feb  190     33.55    1.9   22.0    1.9   22.0 186.46 223.40  0.15  0.02    84    82    46     0.5     6.2 186.46    27/   30
RH      258.02  Jun  200     68.80    5.6   13.1    5.6   13.1 189.32 268.65  0.27  0.04    84    79    45     2.7     6.2 189.32    24/   25
RH      258.02  Aug  195     78.50    8.5   14.6    8.5   14.6 179.62 273.35  0.30  0.06    84    78    44     4.8     8.3 179.62    22/   25
RH      258.02  Feb+ 225     37.10    1.8   17.1    1.8   17.1 221.02 261.95  0.14  0.02    84    81    46     0.5     4.8 221.02    14/   25
AVGO   1114.96  Jan+ 1067.5  54.10    0.6   22.3    0.6   22.31060.961121.45  0.05  0.01    84    81    45     0.2     5.91060.96    24/   22
TSLA    219.91  Mar+ 185     39.10    2.2   18.1    2.2   18.1 180.91 223.95  0.18  0.02    84    81    46     0.6     4.6 180.91    24/   30
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
GDXJ     34.66  May  29       6.75    3.4   10.0    3.4   10.0  28.01  35.60  0.19  0.03    84    80    45     1.4     4.3  28.01    20/   19
GFS      55.61  Feb  50       6.50    1.5   17.7    1.5   17.7  49.21  56.35  0.12  0.01    84    81    46     0.4     4.6  49.21    25/   12
RBC     271.49  Nov  210     72.70    5.6    6.7    5.6    6.7 198.89 282.55  0.27  0.04    84    80    45     2.7     3.3 198.89     6/    1
ELF     163.93  Feb+ 140     28.30    3.1   29.9    3.1   29.9 135.73 168.15  0.17  0.03    84    79    45     1.3    12.1 135.73    33/   92
ELF     163.93  Feb+ 139     28.40    2.4   23.5    2.4   23.5 135.63 167.25  0.17  0.02    84    80    46     0.7     7.1 135.63    36/   92
TSM     101.67  Jan+ 97       5.55    0.8   27.7    0.8   27.7  96.22 102.40  0.05  0.01    84    80    45     0.2     7.7  96.22    20/   50
ELF     163.93  Feb+ 145     22.80    2.6   40.1    2.6   40.1 141.23 167.65  0.14  0.02    84    79    44     1.1    16.7 141.23    43/   92
RBLX     39.35  Feb+ 34       6.55    3.2   30.7    3.2   30.7  32.90  40.40  0.16  0.03    84    79    44     1.4    13.5  32.90    44/   23
RBLX     39.35  Mar  32.5     8.05    3.3   20.7    3.3   20.7  31.40  40.40  0.20  0.03    84    80    45     1.3     8.1  31.40    33/   23
TEX      56.81  Jul  44      14.90    4.6    9.1    4.6    9.1  42.01  58.75  0.26  0.03    84    80    46     1.9     3.7  42.01    15/   42
RACE    346.74  Feb+ 330     20.50    1.1   16.8    1.1   16.8 326.34 350.35  0.06  0.01    84    79    43     0.5     7.0 326.34    33/    7
RACE    346.74  Aug  300     59.00    4.2    7.2    4.2    7.2 287.84 358.85  0.17  0.03    84    78    43     2.3     3.9 287.84    34/    7
TSN      54.63  Feb+ 52       3.60    1.6   24.4    1.6   24.4  51.13  55.45  0.06  0.02    84    77    41     0.8    12.4  51.13    44/   53
RAPT     24.02  Aug  15      10.60   10.6   18.1   10.6   18.1  13.52  25.45  0.44  0.06    84    79    46     5.2     9.0  13.52    48/   17
TSN      54.63  Jun  47.5     8.70    3.1    7.2    3.1    7.2  46.03  56.05  0.16  0.03    84    79    44     1.4     3.2  46.03    16/   53
TSN      54.63  Feb+ 51       4.60    1.6   15.7    1.6   15.7  50.13  55.45  0.08  0.02    84    79    43     0.8     7.5  50.13    33/   53
RCL     122.80  Jun  97.5    30.35    5.3   12.3    5.3   12.3  92.55 127.70  0.25  0.04    84    79    45     2.6     6.0  92.55    38/    9
REGN    937.32  Jun  820    148.70    4.0    9.2    4.0    9.2 788.72 968.55  0.16  0.03    84    78    43     2.1     4.8 788.72    32/    4
AMGN    303.48  Feb+ 285     21.40    1.0    9.4    1.0    9.4 282.18 306.25  0.07  0.01    84    81    45     0.3     3.1 282.18    16/   50
RDFN      7.87  May  5        3.30    6.0   17.9    6.0   17.9   4.67   8.15  0.41  0.04    84    81    47     1.8     5.5   4.67    25/   48
REGN    937.32  May  830    132.70    3.1    9.4    3.1    9.4 804.72 962.55  0.14  0.03    84    79    43     1.5     4.6 804.72    28/    4
CRNC     18.71  Aug  12.5     7.10    6.3   10.8    6.3   10.8  11.71  19.45  0.37  0.04    84    81    47     2.6     4.4  11.71    21/   40
GH       23.55  Jan'25 12.5  12.90   15.8   15.7   15.8   15.7  10.75  25.25  0.54  0.07    84    79    46     9.0     8.9  10.75    33/   63
GH       23.55  Jul  15      10.10   10.3   20.4   10.3   20.4  13.55  24.95  0.42  0.06    84    79    46     5.3    10.5  13.55    62/   63
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
RCL     122.80  Feb+ 113     11.05    1.0   21.1    1.0   21.1 111.85 123.90  0.09  0.01    84    81    46     0.2     3.9 111.85    32/    9
RCL     122.80  Feb+ 109     16.00    1.9   18.4    1.9   18.4 106.90 124.85  0.13  0.02    84    80    45     0.6     6.2 106.90    32/    9
RCL     122.80  Mar+ 108     17.15    2.1   16.9    2.1   16.9 105.75 125.00  0.14  0.02    84    80    45     0.7     5.5 105.75    34/    9
GLBE     38.68  Jan'26 20    21.20   13.5    6.7   13.5    6.7  17.58  41.05  0.55  0.06    84    80    47     7.0     3.5  17.58    38/   10
ALK      34.42  Jul  27.5     8.50    5.5   10.8    5.5   10.8  26.02  35.85  0.24  0.04    84    79    44     2.7     5.3  26.02    30/   65
AX       51.86  Jan'25 35    21.00   12.9   12.8   12.9   12.8  30.96  55.85  0.40  0.08    84    78    44     7.7     7.6  30.96    27/   65
GL      120.00  Aug  105     19.20    4.0    6.9    4.0    6.9 100.90 124.05  0.16  0.03    84    78    42     2.2     3.8 100.90    36/    4
SVIX     37.84  May  29      10.80    6.7   20.0    6.7   20.0  27.14  39.65  0.28  0.05    84    79    44     3.4    10.2  27.14    56/   16
XLK     192.72  Jul  175     23.10    3.1    6.1    3.1    6.1 169.72 197.95  0.12  0.03    84    77    42     1.7     3.3 169.72    52/   27
SVIX     37.84  Apr  30       9.60    5.7   22.1    5.7   22.1  28.34  39.45  0.25  0.04    84    79    44     2.8    10.7  28.34    49/   16
SVIX     37.84  Jun  28      12.10    8.2   19.0    8.2   19.0  25.84  39.95  0.32  0.06    84    79    44     4.5    10.4  25.84    54/   16
MCD     291.09  Feb  280     14.25    1.1   12.8    1.1   12.8 276.94 294.10  0.05  0.01    84    78    42     0.5     6.4 276.94    46/   33
TDG    1027.32  Aug  870    202.00    5.4    9.2    5.4    9.2 825.421071.85  0.20  0.04    84    78    42     3.0     5.2 825.42    50/   28
EW       73.99  Jan'25 55    23.50    8.6    8.6    8.6    8.6  50.59  78.35  0.32  0.06    84    78    44     4.7     4.7  50.59    47/   60
XLK     192.72  Jun  177     21.40    3.2    7.5    3.2    7.5 171.42 198.25  0.11  0.03    84    76    41     1.8     4.3 171.42    56/   27
CAT     287.23  Feb  270     20.50    1.2   13.8    1.2   13.8 266.83 290.35  0.07  0.01    84    80    44     0.5     5.4 266.83    21/    9
CMG    2289.97  Feb  2190   148.20    2.2   26.4    2.2   26.42141.872338.05  0.06  0.02    84    74    38     1.3    15.62141.87    71/   32
CMG    2289.97  Feb  2185   151.70    2.2   25.6    2.2   25.62138.372336.55  0.07  0.02    84    75    38     1.3    15.52138.37    73/   32
XLK     192.72  Mar+ 183     11.75    1.0    8.4    1.0    8.4 181.07 194.60  0.06  0.01    84    79    44     0.4     3.3 181.07    56/   27
XLK     192.72  Jun  178     21.05    3.6    8.4    3.6    8.4 171.77 198.90  0.11  0.03    84    75    39     2.1     4.8 171.77    53/   27
SVIX     37.84  Mar  31       7.80    2.7   16.6    2.7   16.6  30.14  38.65  0.20  0.02    84    80    46     0.6     4.0  30.14    46/   16
MBUU     49.98  May  40      11.60    3.8   11.4    3.8   11.4  38.48  51.45  0.23  0.03    84    80    46     1.5     4.5  38.48    27/   35
IWM     190.84  Feb+ 180     13.26    1.3   12.3    1.3   12.3 177.68 193.11  0.07  0.01    84    80    43     0.6     5.5 177.68    24/   24
IWM     190.84  Feb  181     12.04    1.1   13.5    1.1   13.5 178.90 192.89  0.06  0.01    84    80    43     0.5     6.1 178.90    25/   24
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
IWM     190.84  Feb+ 182     10.64    0.9   13.9    0.9   13.9 180.30 192.49  0.06  0.01    84    80    44     0.4     5.7 180.30    22/   24
MDB     405.44  Mar+ 350     62.55    2.0   16.5    2.0   16.5 342.99 412.40  0.15  0.02    84    81    46     0.6     5.0 342.99    23/    7
MDB     405.44  Feb  360     51.70    1.7   20.3    1.7   20.3 353.84 411.55  0.13  0.02    84    81    46     0.5     5.8 353.84    20/    7
MDB     405.44  Feb+ 355     56.75    1.8   17.0    1.8   17.0 348.79 411.60  0.14  0.02    84    81    46     0.4     4.1 348.79    16/    7
MDB     405.44  Mar  350     70.40    4.4   27.3    4.4   27.3 335.14 420.25  0.17  0.04    84    78    43     2.4    14.9 335.14    40/    7
IWM     190.84  Jan+ 185      6.84    0.5   16.9    0.5   16.9 184.10 191.69  0.04  0.00    84    80    45     0.1     4.4 184.10    17/   24
MCHP     85.16  Nov  65      24.00    6.0    7.2    6.0    7.2  61.26  88.85  0.28  0.04    84    79    45     2.8     3.4  61.26    37/   28
MCHP     85.16  Oct  65      23.60    5.3    7.1    5.3    7.1  61.66  88.45  0.28  0.04    84    80    45     2.5     3.3  61.66    25/   28
TDG    1027.32  May  900    157.00    3.4   10.2    3.4   10.2 870.421056.85  0.15  0.03    84    79    43     1.7     5.2 870.42    45/   28
CMG    2289.97  Feb+ 2205   131.90    2.2   33.0    2.2   33.02158.172336.75  0.06  0.02    84    74    37     1.3    20.12158.17    82/   32
CASH     50.51  Jun  40      12.20    4.0    9.3    4.0    9.3  38.41  52.05  0.24  0.03    84    80    46     1.6     3.8  38.41    43/   47
ABG     202.59  Jun  160     49.70    4.5   10.6    4.5   10.6 152.99 209.55  0.24  0.03    84    80    45     2.0     4.6 152.99    18/   33
TDG    1027.32  May  905    153.10    3.5   10.5    3.5   10.5 874.321057.95  0.15  0.03    84    78    43     1.7     5.2 874.32    44/   28
CB      227.73  May  205     28.00    2.6    7.7    2.6    7.7 199.83 232.85  0.12  0.02    84    79    43     1.2     3.6 199.83    42/   43
CMG    2289.97  Feb+ 2170   165.40    2.1   20.5    2.1   20.52124.672335.25  0.07  0.02    84    76    40     1.2    11.72124.67    64/   32
SVXY    104.13  Jan'25 83    26.00    6.0    6.0    6.0    6.0  78.23 108.85  0.25  0.05    84    78    44     3.1     3.1  78.23    42/   42
XOP     129.64  Mar+ 119     12.75    1.7   13.6    1.7   13.6 116.99 131.60  0.10  0.02    84    80    44     0.7     5.5 116.99    26/    7
XOP     129.64  Apr  115     17.85    2.7   10.6    2.7   10.6 111.89 132.70  0.14  0.02    84    79    44     1.2     4.8 111.89    26/    7
EXAS     66.01  Jan'26 37.5  33.00   13.1    6.5   13.1    6.5  33.11  70.35  0.50  0.07    84    79    46     7.0     3.5  33.11    16/   18
XOP     129.64  Mar  118     14.40    2.3   14.0    2.3   14.0 115.34 132.25  0.11  0.02    84    79    43     1.1     6.5 115.34    30/    7
MA      428.35  Feb+ 410     22.00    0.9   13.1    0.9   13.1 406.45 431.85  0.05  0.01    84    80    44     0.3     5.2 406.45    35/   11
DELL     79.52  Mar+ 74       7.20    2.1   17.1    2.1   17.1  72.42  81.05  0.09  0.02    84    78    42     1.1     9.0  72.42    28/    3
AAPL    183.63  Jun  165     25.50    4.2    9.9    4.2    9.9 158.23 190.35  0.14  0.04    84    76    41     2.4     5.6 158.23    51/   14
CBOE    183.68  Jan'25 155   37.20    5.7    5.7    5.7    5.7 146.58 192.05  0.20  0.05    84    77    42     3.1     3.1 146.58    20/   38
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
DIS      93.05  Mar+ 85       9.55    1.6   13.1    1.6   13.1  83.60  94.40  0.10  0.01    84    80    45     0.6     4.9  83.60    37/   42
MA      428.35  Feb+ 405     28.00    1.1   10.8    1.1   10.8 400.45 432.85  0.07  0.01    84    80    44     0.5     4.7 400.45    38/   11
MA      428.35  Mar  400     34.25    1.5    9.0    1.5    9.0 394.20 434.10  0.08  0.01    84    80    44     0.6     4.0 394.20    35/   11
MA      428.35  Jun  390     53.30    3.9    9.2    3.9    9.2 375.15 443.15  0.12  0.03    84    76    40     2.3     5.3 375.15    53/   11
XLV     139.68  Feb+ 134.5    6.40    0.8    7.7    0.8    7.7 133.38 140.75  0.05  0.01    84    80    43     0.3     3.3 133.38    64/   18
IYR      89.54  Jun  81      11.00    2.9    6.8    2.9    6.8  78.64  91.85  0.12  0.03    84    78    42     1.5     3.6  78.64    33/   50
XLV     139.68  Feb  135      5.80    0.7    8.5    0.7    8.5 133.98 140.65  0.04  0.01    84    80    43     0.3     3.7 133.98    56/   18
XLV     139.68  Jun  131     12.55    2.9    6.8    2.9    6.8 127.23 143.40  0.09  0.03    84    76    39     1.7     4.1 127.23    78/   18
MBLY     29.79  Apr  24       6.70    3.3   12.7    3.3   12.7  23.19  30.55  0.22  0.03    84    81    46     1.1     4.2  23.19    17/   29
MBLY     29.79  Jan'26 18    15.10   21.4   10.7   21.4   10.7  14.79  32.95  0.50  0.11    84    76    44    13.7     6.8  14.79    29/   29
ABBV    161.48  Mar  150     13.90    1.5    9.5    1.5    9.5 147.68 163.75  0.09  0.01    84    79    44     0.7     4.0 147.68    45/   31
IYR      89.54  Mar  84       6.80    1.3    8.3    1.3    8.3  82.84  90.65  0.07  0.01    84    79    44     0.5     3.2  82.84    29/   50
TD       59.61  Apr  55       5.80    1.9    7.5    1.9    7.5  53.91  60.65  0.10  0.02    84    79    43     0.9     3.4  53.91    47/   47
MAR     226.34  Mar+ 210     19.40    1.4   11.4    1.4   11.4 207.04 229.25  0.09  0.01    84    80    44     0.6     4.5 207.04    24/    7
MAR     226.34  Jun  200     34.70    4.3   10.0    4.3   10.0 191.74 234.55  0.15  0.04    84    77    42     2.4     5.6 191.74    27/    7
JBHT    190.94  Jan'25 155   46.50    7.2    7.2    7.2    7.2 144.54 201.35  0.24  0.05    84    77    43     4.1     4.1 144.54    21/   19
MASI    120.10  Oct  90      36.50    7.5    9.9    7.5    9.9  83.70 126.35  0.30  0.05    84    79    44     3.9     5.2  83.70    18/   60
DELL     79.52  Jun  70      12.90    4.8   11.3    4.8   11.3  66.72  82.75  0.16  0.04    84    77    41     2.8     6.6  66.72    30/    3
EXAS     66.01  Jul  50      19.50    7.2   14.1    7.2   14.1  46.61  69.35  0.29  0.05    84    79    44     3.7     7.4  46.61    15/   18
META    367.46  Feb+ 335     40.05    2.3   21.8    2.3   21.8 327.51 374.90  0.11  0.02    84    79    43     1.1    10.7 327.51    40/   31
DLR     138.68  Mar+ 128     12.90    1.6   13.3    1.6   13.3 125.88 140.75  0.09  0.01    84    80    44     0.7     5.6 125.88    44/   41
EXPD    127.19  Aug  110     21.60    4.0    6.9    4.0    6.9 105.69 131.45  0.17  0.03    84    79    43     2.2     3.7 105.69    39/   24
DLR     138.68  Feb+ 129     11.70    1.5   14.1    1.5   14.1 127.08 140.55  0.08  0.01    84    79    44     0.6     5.5 127.08    22/   41
ISRG    362.33  Feb+ 335     31.00    1.1   16.2    1.1   16.2 331.43 365.85  0.09  0.01    84    80    46     0.2     3.3 331.43    12/   46
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ISRG    362.33  Jan+ 345     21.10    1.1   38.7    1.1   38.7 341.33 365.95  0.06  0.01    84    80    43     0.5    17.5 341.33    35/   46
META    367.46  Feb  340     35.65    2.4   28.5    2.4   28.5 331.91 375.50  0.10  0.02    84    77    42     1.3    14.9 331.91    47/   31
META    367.46  May  315     67.80    5.1   15.2    5.1   15.2 299.76 382.65  0.18  0.04    84    77    42     2.8     8.4 299.76    44/   31
WSM     203.00  Jan'25 165   52.60    9.6    9.5    9.6    9.5 150.50 217.45  0.26  0.07    84    75    41     5.7     5.7 150.50    27/    5
WSM     203.00  Aug  170     42.20    5.6    9.6    5.6    9.6 160.90 212.05  0.21  0.04    84    78    43     3.1     5.3 160.90    23/    5
WSM     203.00  Jun  175     37.00    5.3   12.4    5.3   12.4 166.10 211.85  0.18  0.04    84    77    42     3.1     7.1 166.10    29/    5
WSM     203.00  Jan'26 150   70.00   12.7    6.3   12.7    6.3 133.10 219.85  0.34  0.08    84    76    43     7.6     3.8 133.10    23/    5
DLR     138.68  Jun  120     23.00    3.6    8.4    3.6    8.4 115.78 142.85  0.17  0.03    84    79    44     1.8     4.1 115.78    28/   41
DLR     138.68  Oct  115     29.30    5.0    6.6    5.0    6.6 109.48 144.15  0.21  0.04    84    78    44     2.5     3.3 109.48    29/   41
META    367.46  Jun  310     74.80    5.9   13.7    5.9   13.7 292.76 384.65  0.20  0.05    84    77    42     3.2     7.5 292.76    41/   31
CAH     106.38  Jun  92.5    17.10    3.4    8.0    3.4    8.0  89.38 109.45  0.16  0.03    84    79    44     1.7     3.9  89.38    42/   39
CAH     106.38  Mar  97.5    10.70    1.7   10.8    1.7   10.8  95.78 108.05  0.10  0.02    84    79    44     0.7     4.1  95.78    41/   39
CAH     106.38  Feb+ 99       8.70    1.2   11.5    1.2   11.5  97.78 107.55  0.08  0.01    84    80    45     0.4     3.5  97.78    32/   39
STNG     62.92  Jul  47.5    17.50    4.2    8.4    4.2    8.4  45.52  64.85  0.28  0.03    84    81    46     1.6     3.1  45.52    31/   10
WOLF     32.73  May  20      14.00    5.9   17.8    5.9   17.8  18.83  33.85  0.42  0.03    84    81    48     1.8     5.3  18.83    25/   98
IRTC    110.39  Mar  90      23.10    2.9   18.1    2.9   18.1  87.39 112.95  0.21  0.02    84    81    46     0.9     5.6  87.39    29/   35
MHO     129.82  Dec  95      41.10    6.9    7.4    6.9    7.4  88.82 135.95  0.32  0.05    84    79    45     3.3     3.6  88.82    27/   14
MGM      42.27  Mar+ 38       5.10    1.8   14.8    1.8   14.8  37.27  42.95  0.12  0.02    84    80    45     0.7     5.3  37.27    36/   20
WPM      47.81  Jan'25 37    13.40    7.1    7.0    7.1    7.0  34.51  50.25  0.28  0.05    84    78    44     3.7     3.6  34.51    23/    8
WPM      47.81  Jun  40       9.30    3.5    8.1    3.5    8.1  38.61  49.15  0.19  0.03    84    79    45     1.4     3.2  38.61    19/    8
DLR     138.68  Feb  130     10.70    1.5   17.2    1.5   17.2 128.08 140.55  0.08  0.01    84    79    43     0.6     7.4 128.08    25/   41
ISRG    362.33  Mar  320     48.20    1.8   11.3    1.8   11.3 314.23 368.05  0.13  0.02    84    81    46     0.5     3.3 314.23    11/   46
ISRG    362.33  Jun  300     74.70    4.2    9.9    4.2    9.9 287.73 374.55  0.21  0.03    84    79    44     2.0     4.5 287.73    19/   46
