COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
KOLD     84.13  May  80      18.10   20.9   62.5   20.9   62.5  66.13  97.95  0.21  0.16    65    53    40     3.0     9.1  66.13   -20/   30
NNOX      5.53  Jan'25 5      1.85   31.0   30.8   31.0   30.8   3.78   6.70  0.32  0.21    68    55    41     9.2     9.1   3.78    10/   36
PENN     23.28  Jul  22.5     4.15   16.7   33.0   16.7   33.0  19.23  26.50  0.17  0.14    68    53    37     4.6     9.1  19.23    11/   53
CRDO     18.99  Jan'25 20     3.90   25.0   24.9   31.3   31.2  15.19  23.75  0.20  0.25    65    46    35     9.2     9.1  15.19    11/   40
KRYS    126.95  Dec  85      52.60   14.1   15.2   14.1   15.2  74.45 137.45  0.41  0.08    84    77    44     8.4     9.1  74.45     6/   52
PENN     23.28  Apr  25       1.87    8.2   32.0   16.0   62.1  21.51  26.72  0.08  0.15    61    40    31     2.4     9.1  21.51     4/   53
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
CROX    100.73  Jun  87.5    20.50    8.9   20.6    8.9   20.6  80.33 107.85  0.20  0.07    78    69    41     3.9     9.1  80.33    17/    1
CELH     59.97  Apr  48.3    14.15    5.1   20.0    5.1   20.0  45.92  62.33  0.23  0.04    83    78    44     2.3     9.1  45.92    19/   17
CELH     59.97  Mar+ 56       6.85    5.1   41.6    5.1   41.6  53.22  62.70  0.11  0.05    73    64    41     1.1     9.1  53.22    13/   17
MELI   1672.67  Jun  1800   120.60    7.8   18.0   16.0   37.11552.171920.45  0.07  0.15    63    37    27     3.9     9.11552.17    27/    7
NVDA    563.82  Apr  510     80.55    5.5   21.4    5.5   21.4 483.37 590.40  0.14  0.05    79    70    41     2.3     9.1 483.37    26/    9
USD      58.09  Aug  59       9.20   18.6   31.8   20.3   34.8  48.99  68.05  0.16  0.17    66    49    35     5.3     9.1  48.99     7/   16
CRWD    286.29  Apr  240     55.15    3.8   14.6    3.8   14.6 231.24 295.00  0.19  0.03    87    83    44     2.3     9.1 231.24    37/    4
WIX     126.10  May  125     14.70   12.1   36.1   12.1   36.1 111.50 139.55  0.12  0.11    68    51    35     3.0     9.1 111.50    14/   18
CRWD    286.29  May  260     43.20    6.9   20.6    6.9   20.6 243.19 303.05  0.15  0.06    78    68    39     3.0     9.1 243.19    27/    4
SHOP     81.32  Jun  70      17.60    9.6   22.3    9.6   22.3  63.82  87.45  0.22  0.08    77    68    41     3.9     9.1  63.82    29/   23
CRWD    286.29  Jun  270     40.95   10.0   23.2   10.0   23.2 245.44 310.80  0.14  0.09    74    60    37     3.9     9.1 245.44    27/    4
CRBU      5.24  Jul  5        1.35   24.1   47.5   24.1   47.5   3.99   6.20  0.24  0.18    66    53    40     4.6     9.1   3.99     7/   70
MELI   1672.67  Jun  1680   173.80   11.6   26.9   12.1   28.11498.971853.65  0.10  0.11    69    49    32     3.9     9.11498.97    31/    7
SPXL    103.06  Mar+ 96      10.00    3.0   24.3    3.0   24.3  93.16 105.85  0.10  0.03    79    72    41     1.1     9.1  93.16    24/    3
LRCX    761.14  Feb+ 760     28.20    3.7   78.8    3.7   78.8 733.04 788.05  0.04  0.04    66    51    35     0.4     9.1 733.04    26/   37
MELI   1672.67  Jun  1720   154.80   10.2   23.7   13.3   30.91517.971874.65  0.09  0.12    67    45    30     3.9     9.11517.97    31/    7
ABNB    135.02  Feb+ 128     11.30    3.3   32.0    3.3   32.0 123.82 139.15  0.08  0.03    76    67    40     0.9     9.1 123.82    23/    6
SPXL    103.06  Apr  92      15.40    4.8   18.5    4.8   18.5  87.76 107.25  0.15  0.04    82    74    41     2.3     9.1  87.76    32/    3
VRT      49.96  Jan'25 37.5  17.80   16.1   16.0   16.1   16.0  32.26  55.15  0.35  0.10    81    72    42     9.2     9.1  32.26    36/   30
ABNB    135.02  Feb+ 121     16.60    2.1   19.7    2.1   19.7 118.52 137.45  0.12  0.02    85    81    44     1.0     9.1 118.52    31/    6
CMA      53.25  Jan+ 51       2.95    1.1   39.8    1.1   39.8  50.40  53.80  0.05  0.01    80    75    44     0.2     9.1  50.40    24/   53
VSAT     24.01  Jan'26 20    10.10   42.4   21.2   42.4   21.2  14.01  29.95  0.42  0.25    71    58    41    18.2     9.1  14.01     4/   90
CHWY     18.77  Jul  15       5.45   11.4   22.5   11.4   22.5  13.42  20.30  0.29  0.08    78    70    43     4.6     9.1  13.42    12/   25
VITL     15.19  Jan'25 15     3.20   23.7   23.5   23.7   23.5  12.09  18.05  0.20  0.19    71    51    34     9.2     9.1  12.09     9/   34
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
CHTR    368.34  Feb+ 385      9.20    2.5   24.3    7.2   68.7 359.24 394.05  0.02  0.07    60    33    26     1.0     9.1 359.24     7/   27
CHPT      1.80  Jan'25 2      0.58   36.4   36.2   47.7   47.5   1.32   2.43  0.27  0.35    61    46    39     9.1     9.1   1.32    -6/   93
SRTY     35.07  Feb  35       2.55    7.1   84.1    7.1   84.1  32.62  37.40  0.07  0.07    65    50    36     0.8     9.1  32.62     3/   20
SPXS     11.64  Jan'25 13     1.77   16.8   16.7   29.9   29.7   9.97  14.62  0.14  0.26    65    39    29     9.1     9.1   9.97    25/    6
MELI   1672.67  Jun  1740   145.60    9.5   22.1   13.9   32.41527.171885.45  0.09  0.13    66    43    30     3.9     9.11527.17    29/    7
CMG    2289.97  Mar  2380    66.60    3.0   18.5    7.0   43.52223.472446.45  0.03  0.07    62    34    24     1.5     9.12223.47    36/   32
LULU    470.73  Apr  460     37.00    6.0   23.4    6.0   23.4 433.83 496.85  0.08  0.06    73    57    34     2.4     9.1 433.83    19/    1
CMG    2289.97  Mar  2390    62.70    2.8   17.4    7.3   45.22227.372452.55  0.03  0.07    62    32    23     1.5     9.12227.37    35/   32
IONQ     10.97  Jan'25 7.5    4.95   21.7   21.6   21.7   21.6   6.12  12.30  0.44  0.12    77    68    44     9.1     9.1   6.12     1/    5
AGQ      25.04  Jan'25 26     4.90   23.7   23.6   28.2   28.1  20.24  30.75  0.19  0.23    67    47    34     9.2     9.1  20.24     9/   11
CAT     287.23  Feb+ 290      6.95    2.4   37.2    3.4   51.9 280.38 296.80  0.02  0.03    64    44    31     0.6     9.1 280.38    16/    9
DDOG    123.79  Mar  105     21.90    2.9   18.0    2.9   18.0 101.99 126.75  0.18  0.02    86    82    45     1.5     9.1 101.99    39/   12
NUGT     28.99  Jun  30       4.00   15.5   36.1   19.4   45.0  25.09  33.85  0.13  0.17    64    47    35     3.9     9.1  25.09    -0/   34
DASH    104.02  Feb+ 94      12.70    2.8   26.6    2.8   26.6  91.42 106.55  0.12  0.02    81    75    44     0.9     9.1  91.42    31/   17
CZR      44.75  Jun  50       3.50    8.2   19.1   20.8   48.4  41.35  53.35  0.08  0.19    60    36    28     3.9     9.1  41.35     3/    6
CAVA     43.70  Dec  40      11.10   22.2   23.9   22.2   23.9  32.70  50.95  0.25  0.17    72    57    38     8.5     9.1  32.70     7/   10
DASH    104.02  Mar+ 100      9.05    5.1   41.6    5.1   41.6  95.07 108.90  0.09  0.05    71    60    39     1.1     9.1  95.07    20/   17
DASH    104.02  Feb+ 96      11.20    3.3   31.3    3.3   31.3  92.92 107.05  0.11  0.03    78    71    42     0.9     9.1  92.92    26/   17
CAR     159.33  Dec'25 175   40.50   34.0   17.6   47.1   24.5 118.93 215.35  0.25  0.35    67    45    33    17.5     9.1 118.93    16/   18
CAR     159.33  Dec'25 180   38.50   31.8   16.5   48.8   25.3 120.93 218.35  0.24  0.37    66    43    32    17.5     9.1 120.93    15/   18
LYFT     12.50  Mar  12       1.68    9.4   58.4    9.4   58.4  10.92  13.53  0.13  0.08    68    56    39     1.5     9.1  10.92     4/   60
RH      258.02  Feb+ 257.5   10.50    4.0   85.2    4.0   85.2 247.62 267.85  0.04  0.04    66    51    36     0.4     9.1 247.62     1/   25
META    367.46  Mar+ 385     11.65    3.2   26.3    8.2   66.2 355.91 396.50  0.03  0.08    60    35    27     1.1     9.1 355.91    20/   31
CAR     159.33  Dec'25 195   33.00   26.0   13.5   54.2   28.1 126.43 227.85  0.21  0.43    63    38    30    17.6     9.1 126.43    12/   18
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
TEAM    240.56  Sep  220     50.90   15.9   23.4   15.9   23.4 189.76 270.75  0.21  0.13    73    59    38     6.2     9.1 189.76    19/   23
TEAM    240.56  Sep  260     30.80   14.6   21.5   23.9   35.1 209.86 290.65  0.13  0.21    64    42    31     6.2     9.1 209.86    11/   23
DDOG    123.79  Apr  130      8.75    7.5   29.2   12.9   49.9 115.14 138.60  0.07  0.12    63    41    31     2.3     9.1 115.14    18/   12
CAR     159.33  Dec'25 185   36.70   29.8   15.5   50.7   26.3 122.73 221.55  0.23  0.39    65    41    31    17.5     9.1 122.73    14/   18
PI       81.75  Dec  85      18.50   29.0   31.3   34.1   36.7  63.35 103.35  0.23  0.26    64    48    37     8.5     9.1  63.35     9/   77
MED      55.57  Jun  60       5.60   11.0   25.5   19.7   45.9  50.07  65.45  0.10  0.18    62    41    31     3.9     9.1  50.07    16/   39
ISRG    362.33  Feb+ 360     12.60    2.9   62.1    2.9   62.1 349.83 372.45  0.03  0.03    68    53    36     0.4     9.1 349.83     9/   46
IRTC    110.39  Dec  125     17.60   18.8   20.3   34.5   37.2  92.89 142.45  0.16  0.29    62    41    33     8.5     9.1  92.89     0/   35
IRTC    110.39  Oct  120     17.20   18.3   24.2   28.6   37.8  93.29 137.05  0.15  0.24    63    43    33     6.9     9.1  93.29     2/   35
ADSK    241.50  Mar+ 225     21.80    2.3   19.0    2.3   19.0 219.80 246.65  0.09  0.02    83    76    42     1.1     9.1 219.80    34/   13
USD      58.09  May  57       7.80   13.0   38.9   13.0   38.9  50.39  64.65  0.13  0.11    68    52    37     3.0     9.1  50.39     6/   16
CELH     59.97  May  43.3    18.85    5.0   15.0    5.0   15.0  41.22  62.03  0.31  0.03    88    85    46     3.0     9.1  41.22    29/   17
RH      258.02  Aug  230     55.10   13.3   22.7   13.3   22.7 203.02 284.95  0.21  0.10    75    62    39     5.3     9.1 203.02    13/   25
WIX     126.10  Nov  150     13.40   11.8   14.2   32.9   39.5 112.80 163.25  0.11  0.29    60    34    27     7.6     9.1 112.80     9/   18
BLDR    165.91  May  150     26.40    7.4   22.2    7.4   22.2 139.61 176.25  0.16  0.06    77    67    40     3.1     9.1 139.61    14/   18
CZR      44.75  May  43       6.00   10.6   31.6   10.6   31.6  38.85  48.85  0.13  0.09    70    56    37     3.0     9.1  38.85    10/    6
ADSK    241.50  Mar+ 230     18.10    2.9   23.4    2.9   23.4 223.50 247.95  0.07  0.03    78    69    40     1.1     9.1 223.50    29/   13
AZPN    198.40  Feb  190     14.10    3.0   35.4    3.0   35.4 184.40 203.95  0.07  0.03    75    65    40     0.8     9.1 184.40    17/   51
ZS      232.18  Jun  175     66.10    5.3   12.3    5.3   12.3 166.18 240.95  0.28  0.04    91    87    44     3.9     9.1 166.18    49/    6
TDOC     20.19  Jul  15       6.55    8.8   17.4    8.8   17.4  13.74  21.40  0.32  0.06    83    77    44     4.6     9.1  13.74    21/   21
CYTK     81.19  Feb  65      18.60    3.6   42.4    3.6   42.4  62.69  83.45  0.23  0.03    82    78    46     0.8     9.1  62.69   -22/   81
ZS      232.18  Jun  165     74.75    4.7   11.0    4.7   11.0 157.53 239.60  0.32  0.03    94    91    45     3.9     9.1 157.53    58/    6
W        51.74  Feb+ 54       3.55    7.1   68.6   11.7  112.6  48.29  57.40  0.07  0.11    61    43    34     0.9     9.1  48.29     6/   30
NVDA    563.82  Apr  505     84.10    5.2   20.3    5.2   20.3 479.82 588.95  0.15  0.04    80    72    41     2.3     9.1 479.82    27/    9
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
CAVA     43.70  Mar+ 42       4.20    5.9   48.1    5.9   48.1  39.60  46.05  0.09  0.05    70    59    39     1.1     9.1  39.60     5/   10
TMF      56.33  Jan'25 60     9.90   21.1   20.9   28.8   28.7  46.53  69.75  0.17  0.24    66    45    32     9.1     9.1  46.53     5/    7
MSTR    482.14  Jul  370    155.05   13.1   25.8   13.1   25.8 327.19 524.90  0.32  0.09    76    69    44     4.6     9.1 327.19   -10/   44
SNAP     15.54  Jun  17       2.08   14.6   33.9   25.0   58.1  13.56  18.93  0.13  0.22    61    43    34     3.9     9.1  13.56     0/   61
AMR     358.71  Jan'25 400   58.80   19.6   19.5   33.3   33.1 300.01 458.65  0.16  0.28    63    42    32     9.1     9.1 300.01     3/   24
APLS     66.30  Jan+ 62       5.90    2.4   87.5    2.4   87.5  60.50  67.75  0.09  0.02    76    70    43     0.2     9.1  60.50     3/   53
MRVL     65.52  May  72.5     3.90    6.2   18.4   17.4   52.0  61.72  76.25  0.06  0.16    60    34    26     3.0     9.1  61.72     8/   18
TPC       8.73  Dec  10       1.40   17.5   18.8   33.9   36.5   7.43  11.25  0.15  0.29    62    40    31     8.5     9.1   7.43     2/   58
FAS      80.05  Feb+ 69      11.90    1.0   15.6    1.0   15.6  68.25  80.75  0.15  0.01    92    90    47     0.6     9.1  68.25    51/    6
TMF      56.33  Jan'25 65     7.90   16.1   16.0   33.8   33.7  48.53  72.75  0.14  0.29    63    38    29     9.2     9.1  48.53     3/    7
TMF      56.33  Aug  65       4.95    9.4   16.1   26.2   44.8  51.48  69.80  0.09  0.24    60    34    27     5.3     9.1  51.48    -0/    7
TMF      56.33  Jan'25 63     8.70   18.0   17.9   31.9   31.7  47.73  71.55  0.15  0.27    64    41    30     9.2     9.1  47.73     5/    7
ENTG    112.73  Feb  110      7.40    4.3   50.5    4.3   50.5 105.43 117.25  0.06  0.04    70    58    38     0.8     9.1 105.43    14/   31
PLTR     16.53  Jun  16       2.94   16.5   38.4   16.5   38.4  13.69  18.79  0.17  0.14    68    53    38     3.9     9.1  13.69     6/   42
PLAY     49.24  Jan'26 70     7.20   16.8    8.4   66.0   33.0  42.14  77.05  0.14  0.56    60    28    23    18.3     9.1  42.14    10/   21
FSLR    149.10  Feb  140     13.75    3.3   39.1    3.3   39.1 135.45 153.60  0.09  0.03    75    67    42     0.8     9.1 135.45     9/   30
ESTC    116.58  Sep  105     25.40   15.0   22.0   15.0   22.0  91.28 130.25  0.22  0.12    74    61    38     6.2     9.1  91.28    25/   11
FCNCA  1379.69  Feb  1150   240.10    0.9   10.6    0.9   10.61139.691389.95  0.17  0.01    97    96    47     0.8     9.11139.69    67/   80
FSLR    149.10  Jun  130     30.70    9.7   22.5    9.7   22.5 118.50 160.55  0.21  0.08    77    67    41     3.9     9.1 118.50    17/   30
FVRR     25.16  Jul  20       7.40   11.7   23.1   11.7   23.1  17.86  27.25  0.29  0.08    78    69    43     4.6     9.1  17.86    18/   20
TNDM     25.51  Jan'25 17.5  11.10   20.3   20.2   20.3   20.2  14.51  28.45  0.43  0.12    78    69    44     9.2     9.1  14.51    11/   77
EXAS     66.01  Jul  67.5     8.90   15.4   30.3   17.9   35.3  57.21  76.25  0.13  0.16    66    47    34     4.6     9.1  57.21    -2/   18
AMR     358.71  Jan'26 430   82.00   29.6   14.8   55.3   27.6 276.81 511.85  0.23  0.43    64    40    32    18.3     9.1 276.81     4/   24
FSLR    149.10  Feb+ 145      8.40    2.9   63.3    2.9   63.3 140.80 153.25  0.06  0.03    71    61    40     0.4     9.1 140.80    17/   30
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
EXAS     66.01  Jan'25 75    10.00   17.6   17.5   33.6   33.4  56.11  84.85  0.15  0.29    63    40    30     9.1     9.1  56.11    -5/   18
OKTA     82.66  Aug  72.5    18.25   12.3   21.1   12.3   21.1  64.51  90.60  0.22  0.10    76    65    40     5.3     9.1  64.51    24/   19
ESTC    116.58  Aug  125     13.60   13.1   22.4   21.2   36.4 103.08 138.45  0.12  0.19    64    42    31     5.3     9.1 103.08    13/   11
MRNA    102.16  Feb+ 104      4.55    4.6   69.3    6.4   97.1  97.71 108.40  0.04  0.06    63    45    33     0.6     9.1  97.71    -6/   20
ESTC    116.58  Sep  100     28.50   13.3   19.6   13.3   19.6  88.18 128.35  0.24  0.10    77    66    40     6.2     9.1  88.18    28/   11
ESTC    116.58  Oct  120     18.60   18.9   24.9   22.3   29.5  98.08 138.45  0.16  0.19    67    47    33     6.9     9.1  98.08    17/   11
ETSY     67.86  Sep  50      22.85   10.7   15.8   10.7   15.8  45.11  72.70  0.34  0.07    84    77    43     6.2     9.1  45.11    29/   22
GTLB     62.73  Apr  46      18.50    3.7   14.2    3.7   14.2  44.33  64.35  0.29  0.03    90    88    46     2.3     9.1  44.33    39/    5
FOUR     73.54  Mar  70       8.00    6.6   40.6    6.6   40.6  65.64  77.85  0.11  0.06    71    60    39     1.5     9.1  65.64    13/   14
ETSY     67.86  Jun  50      21.05    6.5   15.1    6.5   15.1  46.91  70.90  0.31  0.04    87    82    45     3.9     9.1  46.91    31/   22
FAS      80.05  Feb+ 70      11.00    1.2   17.6    1.2   17.6  69.15  80.85  0.14  0.01    90    88    47     0.6     9.1  69.15    39/    6
ALB     125.95  Feb+ 131      5.75    4.7   45.1    8.9   85.0 120.30 136.60  0.04  0.08    61    41    31     0.9     9.0 120.30     4/   68
YINN     15.92  Mar+ 15.5     2.00   10.2   82.7   10.2   82.7  14.02  17.35  0.12  0.09    66    54    39     1.1     9.0  14.02     2/   42
TRIP     19.51  Jun  18       3.30   10.1   23.4   10.1   23.4  16.31  21.15  0.16  0.08    75    62    38     3.9     9.0  16.31     6/   38
RH      258.02  Jan+ 252.5   11.00    2.2   78.7    2.2   78.7 247.12 263.35  0.04  0.02    71    61    40     0.2     9.0 247.12     2/   25
OKTA     82.66  May  75      13.60    8.4   25.0    8.4   25.0  69.16  88.45  0.16  0.07    75    64    40     3.0     9.0  69.16    15/   19
MNDY    195.19  Jan'25 210   36.50   22.9   22.8   32.2   32.0 158.79 246.35  0.19  0.26    64    45    34     9.1     9.0 158.79    11/   13
RCL     122.80  Feb+ 109     15.30    1.3   19.1    1.3   19.1 107.60 124.15  0.12  0.01    88    86    46     0.6     9.0 107.60    50/    9
TOST     17.30  Feb+ 18       0.97    5.3   50.9    9.3   88.9  16.43  18.82  0.05  0.09    61    41    32     0.9     9.0  16.43     5/   23
AUGX      5.01  Oct  5        1.25   28.2   37.3   28.2   37.3   3.86   6.10  0.23  0.22    66    50    38     6.8     9.0   3.86     0/    3
VTLE     41.60  Jan'26 50     9.40   28.8   14.4   54.6   27.3  32.30  59.25  0.22  0.42    64    40    31    18.0     9.0  32.30    12/   11
GLBE     38.68  Jan'25 25    17.00   14.6   14.5   14.6   14.5  21.78  41.85  0.44  0.08    85    78    44     9.0     9.0  21.78    33/   10
VTLE     41.60  Jan'26 55     7.70   22.4   11.2   61.6   30.8  34.00  62.55  0.18  0.50    61    35    29    18.0     9.0  34.00     8/   11
SRPT    115.39  Jun  105     23.20   13.7   31.9   13.7   31.9  92.29 128.05  0.20  0.11    71    59    40     3.9     9.0  92.29    -1/   58
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
RKLB      4.94  Jan'25 5      1.30   32.1   31.9   32.4   32.2   3.74   6.15  0.24  0.24    66    49    37     9.0     9.0   3.74     3/   18
CZR      44.75  Jun  49       3.85    9.1   21.3   19.4   45.1  41.00  52.70  0.08  0.18    61    38    29     3.9     9.0  41.00     8/    6
AVAV    122.41  Jul  135      9.40    8.2   16.2   19.3   38.1 113.11 144.25  0.08  0.18    62    35    26     4.6     9.0 113.11    14/   11
CFLT     22.59  Jul  20       5.60   16.7   33.0   16.7   33.0  17.09  25.45  0.24  0.13    71    59    41     4.6     9.0  17.09     6/   47
SQ       65.16  Apr  55      13.00    5.1   20.0    5.1   20.0  52.26  67.85  0.20  0.04    82    76    43     2.3     9.0  52.26    24/   23
AGL       7.49  Jul  7.5      1.50   23.0   45.4   22.3   44.1   6.09   8.85  0.19  0.18    65    50    38     4.6     9.0   6.09    11/   76
PAR      40.82  Jan'25 35    12.00   20.9   20.7   20.9   20.7  28.92  46.85  0.29  0.15    74    62    40     9.0     9.0  28.92    20/    9
NVDA    563.82  May  535     71.25    8.6   25.7    8.6   25.7 492.67 606.10  0.13  0.07    73    59    37     3.0     9.0 492.67    23/    9
RH      258.02  Feb+ 260     11.20    4.5   68.4    5.3   80.3 246.92 271.05  0.04  0.05    64    47    34     0.6     9.0 246.92    -1/   25
ZM       69.10  Jun  75       5.15    7.9   18.3   17.0   39.6  64.05  80.00  0.07  0.16    62    37    27     3.9     9.0  64.05    19/    4
MNDY    195.19  Jun  200     25.50   15.0   34.8   17.8   41.3 169.79 225.35  0.13  0.15    65    47    35     3.9     9.0 169.79    11/   13
MNDY    195.19  Aug  200     30.30   18.3   31.4   21.2   36.3 164.99 230.15  0.15  0.18    65    48    35     5.3     9.0 164.99    13/   13
SQQQ     13.49  Jan'25 13     3.30   25.9   25.7   25.9   25.7  10.29  16.15  0.24  0.20    69    53    37     9.1     9.0  10.29    18/    4
LNC      27.11  Feb  27.5     1.15    4.0   47.4    5.3   62.8  26.06  28.50  0.04  0.05    64    45    32     0.8     9.0  26.06    20/   32
NAIL    105.13  Jun  97      22.40   17.0   39.6   17.0   39.6  82.83 119.25  0.21  0.13    68    56    40     3.9     9.0  82.83     1/   24
DY      113.43  Mar  105     13.00    4.4   27.2    4.4   27.2 100.53 117.85  0.11  0.04    77    68    41     1.5     9.0 100.53    27/   18
ONON     27.98  Jan'26 22.5  11.15   32.6   16.3   32.6   16.3  16.93  33.50  0.39  0.20    78    63    39    18.0     9.0  16.93    22/    3
NVDA    563.82  May  540     68.25    8.9   26.7    8.9   26.7 495.67 608.10  0.12  0.08    72    58    37     3.0     9.0 495.67    22/    9
SPXL    103.06  Jan'25 85    29.10   14.7   14.6   14.7   14.6  74.06 113.95  0.28  0.11    82    71    39     9.1     9.0  74.06    51/    3
SG       10.15  Jan'26 10     3.50   47.4   23.7   47.4   23.7   6.75  13.35  0.33  0.32    68    51    38    18.0     9.0   6.75     7/   12
IRTC    110.39  May  105     17.10   12.4   37.0   12.4   37.0  93.39 121.95  0.15  0.10    69    56    38     3.0     9.0  93.39     5/   35
SPT      61.58  Jul  45      20.20    8.4   16.5    8.4   16.5  41.48  65.05  0.33  0.06    84    79    44     4.6     9.0  41.48    38/    3
GNRC    116.18  Mar+ 109     12.30    4.8   38.8    4.8   38.8 103.98 121.15  0.11  0.04    74    64    41     1.1     9.0 103.98    28/   28
TNA      33.56  Jan'25 36     6.80   24.9   24.8   33.8   33.7  26.86  42.65  0.20  0.27    64    46    35     9.0     9.0  26.86    -6/   21
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
SATS     17.45  Dec  10       9.40   22.1   23.8   22.1   23.8   8.15  19.25  0.53  0.10    77    70    46     8.3     9.0   8.15    39/   99
TNA      33.56  Jul  36       4.50   15.1   29.8   23.3   45.9  29.16  40.35  0.13  0.20    62    44    34     4.6     9.0  29.16    -3/   21
PODD    199.60  Jun  170     43.00    8.5   19.7    8.5   19.7 156.70 212.85  0.21  0.07    79    71    41     3.9     9.0 156.70    24/   63
RAPT     24.02  Aug  15      10.60   10.6   18.1   10.6   18.1  13.52  25.45  0.44  0.06    84    79    46     5.2     9.0  13.52    48/   17
LULU    470.73  Jun  490     33.90    7.7   18.0   12.1   28.2 436.93 523.75  0.07  0.11    67    41    26     3.9     9.0 436.93    23/    1
APP      40.72  May  45       4.30   11.5   34.4   23.1   69.1  36.52  49.15  0.10  0.21    60    41    34     3.0     9.0  36.52     9/   52
SCHW     64.31  Jan+ 61       3.90    0.7   26.5    0.7   26.5  60.51  64.75  0.06  0.01    85    82    45     0.2     9.0  60.51    31/   44
ALGN    267.46  May  220     61.90    6.9   20.8    6.9   20.8 205.66 281.75  0.23  0.05    81    74    43     3.0     9.0 205.66    32/   65
AMR     358.71  Jan'25 390   62.60   21.1   21.0   31.6   31.5 296.21 452.45  0.17  0.26    64    44    33     9.1     9.0 296.21     4/   24
OKTA     82.66  Mar+ 76       9.50    3.7   29.8    3.7   29.8  73.26  85.35  0.11  0.03    78    70    42     1.1     9.0  73.26    26/   19
INMD     21.57  Aug  24       2.85   14.6   25.0   27.3   46.7  18.82  26.70  0.13  0.24    61    41    33     5.3     9.0  18.82    -3/   49
AEHR     17.29  Mar  17.5     1.90   11.6   71.9   12.7   78.3  15.49  19.25  0.10  0.11    64    48    36     1.4     9.0  15.49   -24/    3
AMR     358.71  Jan'26 420   85.10   31.1   15.5   53.4   26.7 273.71 504.95  0.24  0.41    64    42    32    18.0     9.0 273.71     4/   24
DG      137.82  Mar  145      5.20    3.8   23.8    9.2   57.0 132.72 150.05  0.04  0.09    61    36    27     1.5     9.0 132.72     9/   71
TECL     66.30  Apr  50      18.30    3.8   14.9    3.8   14.9  48.10  68.15  0.27  0.03    89    86    46     2.3     9.0  48.10    36/    8
SPXL    103.06  Jan'25 86    28.40   15.0   14.9   15.0   14.9  74.76 114.25  0.27  0.11    82    70    39     9.0     9.0  74.76    49/    3
DELL     79.52  Mar+ 74       7.20    2.1   17.1    2.1   17.1  72.42  81.05  0.09  0.02    84    78    42     1.1     9.0  72.42    28/    3
