COVERED CALL WRITES: MARGIN

NOTE: It is possible to have zero or negative investment
      in a margin covered write.  Where that happens, the
      returns are arbitrarily set to 999%
      ALSO, it should be noted that stocks selling for
      less than $5 per share may not be marginable.

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUM:    Raw Return, if unchanged, margin
  ARIUM:   Annualized Return, if unchanged, margin
  RIEM:    Raw Return, if exercised, margin
  ARIEM:   Annualized Return, if exercised, margin
  DBEM:    Downside breakeven point, margin
  UBEM:    UPSIDE breakeven point, margin
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, margin
  AERTNM:  Annualized EXPECTED Return, margin
  Invt:    Investment for margin covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
  Mgnint:  Margin interest paid (rate = T-Bill rate + 3%)
  Debit:   Debit balance (amount borrowed from broker)
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
QQQ     409.52  Jan+ 402      9.65    0.9   32.3    0.9   32.3 399.75 411.28  0.02  0.00    82    76    44     0.2     8.4 198.94    25   0.22 201.02
PYPL     58.45  Feb+ 53       7.00    5.2   49.5    5.2   49.5  51.44  59.74  0.12  0.02    82    76    44     1.6    15.6  25.03    33   0.11  26.52
PYPL     58.45  Apr  50      10.45    6.9   26.8    6.9   26.8  47.84  60.04  0.18  0.03    82    76    45     1.5     5.9  23.08    22   0.26  25.02
EXAS     66.01  Jan'25 50    22.70   30.1   29.9   30.1   29.9  42.40  71.54  0.36  0.08    82    71    44    13.2    13.1  18.39    11   1.01  25.02
EWZ      33.44  Jun  30       4.70    6.2   14.3    6.2   14.3  28.58  34.29  0.15  0.03    82    73    44     1.1     2.6  13.81    59   0.26  15.02
EXAS     66.01  Jan'26 42.5  29.50   27.0   13.5   27.0   13.5  34.91  70.15  0.47  0.06    82    74    47     6.9     3.5  15.34    12   1.70  21.27
EXAS     66.01  Jan'25 47.5  23.30   19.4   19.2   19.4   19.2  41.85  69.69  0.37  0.06    82    75    46     6.2     6.2  19.04     7   0.96  23.77
EXAS     66.01  Apr  55      13.20    6.9   26.9    6.9   26.9  52.63  67.77  0.20  0.03    82    77    46     1.2     4.7  25.39     6   0.28  27.52
EXP     200.24  Nov  165     45.30    9.9   11.9    9.9   11.9 152.29 207.40  0.24  0.04    82    74    45     1.9     2.3  72.52    19   2.75  82.53
PUBM     14.21  Jan'25 10     5.50   24.8   24.6   24.8   24.6   8.61  15.15  0.39  0.07    82    74    45     9.0     8.9   3.78    26   0.20   5.03
PTLO     13.72  Jan'25 10     4.80   18.2   18.1   18.2   18.1   8.82  14.45  0.36  0.05    82    74    46     4.9     4.9   3.99    27   0.20   5.03
PWR     201.37  Feb  190     14.00    2.3   27.5    2.3   27.5 187.15 203.53  0.07  0.01    82    77    45     0.4     4.9  92.44    11   0.32  95.03
PWR     201.37  May  185     25.70    9.5   28.5    9.5   28.5 174.53 209.31  0.13  0.04    82    70    40     4.1    12.1  83.24    32   1.24  92.53
PWR     201.37  Jan'25 180   41.00   22.5   22.4   22.5   22.4 156.85 217.23  0.22  0.08    82    66    39    10.0     9.9  70.44    37   3.62  90.03
EWY      58.99  Jun  53       8.00    5.7   13.3    5.7   13.3  50.63  60.39  0.14  0.02    82    74    44     1.1     2.4  24.57    29   0.46  26.52
QLD      75.75  Feb  70       6.90    2.6   30.6    2.6   30.6  68.83  76.63  0.09  0.01    82    78    46     0.3     3.2  33.92    18   0.12  35.03
QLD      75.75  Apr  67      11.30    6.6   25.7    6.6   25.7  64.20  77.80  0.15  0.03    82    75    44     1.9     7.3  31.02    25   0.35  33.53
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
QLD      75.75  Jan'25 61    20.10   15.7   15.7   15.7   15.7  54.52  79.72  0.28  0.05    82    73    44     4.9     4.9  25.23    41   1.23  30.52
QQQ     409.52  Jan+ 401     10.73    0.9   25.1    0.9   25.1 398.60 411.29  0.03  0.00    82    76    44     0.1     4.1 198.36    19   0.29 200.52
QLYS    192.18  Nov  150     52.00   11.0   13.2   11.0   13.2 137.78 199.35  0.28  0.04    82    75    46     1.8     2.1  65.25    31   2.50  75.03
EVR     169.56  Feb  160     11.60    2.1   24.4    2.1   24.4 157.79 171.18  0.07  0.01    82    77    45     0.2     2.9  78.03     9   0.27  80.03
EW       73.99  Jun  62.5    14.50    8.2   19.1    8.2   19.1  59.05  76.31  0.20  0.03    82    75    45     1.7     3.9  28.31    41   0.54  31.27
QCOM    141.12  Feb+ 133      9.85    2.2   33.0    2.2   33.0 131.20 142.53  0.07  0.01    82    78    45     0.4     6.3  64.84    47   0.17  66.53
QCOM    141.12  Feb+ 132     11.80    3.6   34.2    3.6   34.2 129.15 143.38  0.08  0.02    82    75    44     1.0     9.5  63.39    34   0.27  66.03
EWT      42.90  Jan'25 39.1   6.50   10.2   10.2   10.2   10.2  35.71  44.63  0.17  0.04    82    68    42     2.2     2.2  16.94    47   0.79  19.56
EWJ      65.94  Jun  62       6.20    5.5   12.7    5.5   12.7  59.31  67.52  0.10  0.02    82    70    42     1.5     3.5  28.82    44   0.53  31.02
EWJ      65.94  Mar  63       4.00    2.3   14.3    2.3   14.3  61.84  66.65  0.06  0.01    82    74    44     0.3     2.1  30.52    26   0.20  31.52
QCOM    141.12  Feb+ 134      9.70    3.5   53.1    3.5   53.1 131.34 143.37  0.07  0.02    82    75    42     1.4    21.0  64.49    54   0.18  67.03
GNRC    116.18  May  95      26.50   10.7   32.1   10.7   32.1  89.14 120.71  0.23  0.04    82    76    45     3.5    10.5  42.25    32   0.64  47.53
GNRC    116.18  Feb  105     14.20    5.4   64.0    5.4   64.0 101.90 118.87  0.12  0.02    82    76    44     1.8    20.7  49.56    40   0.18  52.53
NVO     106.35  Mar+ 100      8.75    4.2   34.1    4.2   34.1  97.45 108.35  0.08  0.02    82    74    42     1.5    11.8  47.67    15   0.25  50.03
GLOB    230.67  Aug  185     57.30   11.5   19.7   11.5   19.7 171.31 239.99  0.26  0.04    82    75    45     2.9     4.9  80.94    23   2.16  92.53
NVST     23.55  Jun  20       4.70    9.3   21.6    9.3   21.6  18.78  24.38  0.20  0.04    82    74    45     2.5     5.7   8.93    18   0.17  10.02
NVRO     18.30  Aug  12.5     6.80   13.2   22.6   13.2   22.6  11.45  19.00  0.37  0.04    82    78    47     2.5     4.2   5.32     4   0.15   6.28
NVMI    133.60  Nov  105     36.20   12.7   15.2   12.7   15.2  95.75 139.30  0.28  0.04    82    75    45     3.1     3.7  44.98    28   1.75  52.53
AKAM    118.47  Jan'26 97.5  34.30   26.1   13.0   26.1   13.0  80.36 127.74  0.32  0.08    82    68    43     8.3     4.1  35.49    39   3.91  48.78
GOOGL   142.49  Jun  127.5   21.45    9.1   21.1    9.1   21.1 120.04 147.70  0.16  0.04    82    72    42     3.3     7.8  57.37    41   1.10  63.78
GOOGL   142.49  Feb+ 137      7.75    3.0   64.2    3.0   64.2 134.71 144.47  0.05  0.01    82    74    41     1.3    26.9  66.32    62   0.13  68.53
AKAM    118.47  May  105     17.00    5.5   16.3    5.5   16.3 100.87 121.15  0.15  0.02    82    76    45     1.1     3.3  49.04    31   0.70  52.53
AKAM    118.47  Jan'25 100   26.70   14.5   14.4   14.5   14.4  89.86 124.54  0.24  0.05    82    71    43     4.6     4.6  41.84    39   2.01  50.03
GOOG    144.08  May  130     18.80    6.1   18.3    6.1   18.3 124.51 147.78  0.14  0.03    82    74    44     1.5     4.6  60.35    45   0.87  65.03
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
NXT      41.19  Aug  30      14.30   21.8   37.4   21.8   37.4  26.64  43.80  0.35  0.06    82    74    45     8.6    14.7  11.97    15   0.35  15.02
GIII     31.19  Dec  22.5    11.10   20.7   22.2   20.7   22.2  19.77  33.03  0.37  0.06    82    74    45     6.6     7.1   8.92    21   0.42  11.27
GKOS     89.25  Nov  67.5    26.50   12.0   14.3   12.0   14.3  61.72  92.72  0.31  0.04    82    76    46     2.1     2.5  29.07    12   1.13  33.78
GLBE     38.68  Jul  30      11.50   19.3   38.1   19.3   38.1  26.98  41.05  0.30  0.06    82    74    44     8.0    15.8  12.26    25   0.30  15.02
ODP      50.40  Jul  41      11.50    8.3   16.4    8.3   16.4  38.58  51.93  0.23  0.03    82    76    46     1.1     2.2  18.48    21   0.42  20.52
ODP      50.40  Sep  40      13.10   11.5   17.0   11.5   17.0  36.86  52.41  0.27  0.04    82    75    45     2.7     4.0  17.38    15   0.54  20.02
ADI     187.79  May  170     23.70    5.8   17.5    5.8   17.5 163.05 192.41  0.13  0.02    82    74    44     1.6     4.7  79.16    26   1.14  85.03
ODFL    382.80  Jun  330     68.90    8.8   20.5    8.8   20.5 311.16 395.91  0.19  0.03    82    74    44     2.7     6.2 148.97    32   2.84 165.02
OC      147.96  Aug  125     29.30    8.4   14.4    8.4   14.4 117.30 152.69  0.21  0.03    82    75    45     1.8     3.0  56.24    19   1.46  62.53
NYT      47.49  Feb  45       3.30    2.7   31.6    2.7   31.6  44.21  48.07  0.07  0.01    82    76    44     0.7     8.7  21.77    25   0.08  22.52
ADI     187.79  Feb+ 180      9.50    1.6   33.8    1.6   33.8 178.22 189.18  0.05  0.01    82    77    45     0.2     5.0  88.36    22   0.17  90.03
ODFL    382.80  Jan'25 310   98.40   14.8   14.8   14.8   14.8 278.27 402.02  0.27  0.05    82    73    44     4.5     4.5 129.47    31   6.23 155.02
ODFL    382.80  Jan'26 300  124.10   26.8   13.4   26.8   13.4 246.78 411.93  0.36  0.08    82    69    44     7.9     3.9 108.77    27  12.02 150.02
OC      147.96  May  130     22.80    6.3   19.0    6.3   19.0 124.39 151.78  0.16  0.03    82    75    45     1.4     4.2  60.24    23   0.87  65.03
GPCR     44.83  Jul  35      16.40   55.1  108.7   55.1  108.7  28.17  50.89  0.37  0.14    82    69    40    32.1    63.4  11.01    16   0.36  17.52
NUE     170.80  Feb+ 160     13.75    3.2   30.7    3.2   30.7 156.82 173.27  0.08  0.01    82    75    44     0.8     7.4  77.13    29   0.33  80.03
NUE     170.80  Apr  155     20.75    5.5   21.4    5.5   21.4 149.35 174.80  0.13  0.02    82    74    44     1.4     5.5  72.63    19   0.80  77.53
NUE     170.80  Jul  150     28.30    8.6   17.0    8.6   17.0 141.08 176.63  0.17  0.03    82    73    44     2.5     5.0  67.58    22   1.52  75.03
GS      380.45  May  350     41.05    4.9   14.8    4.9   14.8 337.16 388.56  0.11  0.02    82    74    44     1.2     3.5 164.48     5   2.34 175.02
GS      380.45  Feb+ 360     24.80    2.0   18.9    2.0   18.9 355.00 383.90  0.07  0.01    82    77    45     0.3     2.6 175.73     8   0.75 180.02
GSG      20.14  Jan'25 17     4.50   12.0   12.0   12.0   12.0  15.40  21.01  0.24  0.04    82    72    44     3.0     2.9   7.21    27   0.34   8.52
GTLB     62.73  Jul  50      17.70   21.5   42.3   21.5   42.3  44.62  67.04  0.29  0.07    82    73    43     9.8    19.4  20.10    32   0.51  25.02
NTNX     50.38  Jul  42.5    10.80   12.7   25.1   12.7   25.1  39.25  52.72  0.22  0.05    82    73    44     4.5     8.9  18.41    33   0.43  21.27
GWW     840.55  Aug  740    135.20    7.7   13.2    7.7   13.2 696.81 866.41  0.17  0.03    82    73    44     1.9     3.2 335.42    28   8.64 370.02
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
ADNT     32.72  Dec  25      10.20   18.5   19.9   18.5   19.9  22.15  34.58  0.32  0.06    82    74    45     6.1     6.5  10.10    23   0.47  12.52
GTLB     62.73  Mar  55      10.80   11.2   69.2   11.2   69.2  51.85  65.47  0.17  0.04    82    73    42     5.0    30.8  24.50    29   0.18  27.52
GTLS    127.34  Dec  95      43.70   26.1   28.1   26.1   28.1  81.97 136.78  0.36  0.07    82    73    44    11.1    11.9  36.21    28   1.77  47.53
GTLS    127.34  Jun  100     32.50    9.2   21.5    9.2   21.5  94.08 131.49  0.26  0.03    82    77    46     1.8     4.1  44.91    23   0.86  50.03
GS      380.45  Jun  345     46.75    5.1   11.8    5.1   11.8 330.83 388.63  0.13  0.02    82    74    44     0.9     2.2 161.28     3   2.97 172.52
NVDA    563.82  Feb+ 520     59.20    5.8   55.5    5.8   55.5 503.64 577.97  0.11  0.03    82    75    42     2.5    23.7 244.70    33   1.08 260.02
NVDA    563.82  Feb  520     53.05    3.3   38.5    3.3   38.5 509.99 572.02  0.10  0.01    82    77    45     0.7     8.0 250.85    15   0.88 260.02
NVDA    563.82  Mar+ 515     64.70    6.0   48.5    6.0   48.5 497.95 578.28  0.12  0.03    82    75    42     2.5    20.2 241.70    31   1.27 257.52
GPN     128.90  Aug  110     24.60    8.6   14.8    8.6   14.8 103.12 133.17  0.20  0.03    82    74    45     2.1     3.7  49.37    32   1.28  55.03
NVDA    563.82  Feb+ 530     40.00    2.1   45.9    2.1   45.9 523.43 569.36  0.07  0.01    82    77    45     0.3     6.5 258.90    14   0.49 265.02
NVDA    563.82  Feb+ 525     46.60    2.7   41.4    2.7   41.4 516.63 570.76  0.08  0.01    82    77    45     0.5     6.8 254.80    14   0.69 262.52
NVDA    563.82  Mar  510     72.10    7.0   43.1    7.0   43.1 490.17 580.30  0.13  0.03    82    74    43     2.8    17.4 236.80    29   1.65 255.02
NVDA    563.82  Jun  485    112.65   14.1   32.9   14.1   32.9 447.10 593.33  0.21  0.05    82    73    42     6.5    15.2 208.75    34   4.17 242.52
GPRE     21.48  Jan'25 15     8.20   21.6   21.5   21.6   21.5  13.08  22.75  0.39  0.06    82    75    46     7.2     7.2   5.85    24   0.30   7.53
GPS      19.83  Jan'25 15     6.55   21.6   21.5   21.6   21.5  13.08  21.10  0.34  0.06    82    73    45     7.6     7.6   5.85    19   0.30   7.53
NVDA    563.82  Apr  500     87.65    9.3   36.2    9.3   36.2 473.69 584.92  0.16  0.04    82    73    42     3.8    14.6 226.25    28   2.58 250.02
NVDA    563.82  Jun  490    109.00   14.7   34.1   14.7   34.1 450.70 594.63  0.20  0.05    82    71    42     6.5    15.1 209.90    33   4.22 245.02
NVDA    563.82  May  490    100.65   10.7   32.1   10.7   32.1 459.99 587.22  0.18  0.04    82    74    43     4.5    13.5 218.25    30   3.28 245.02
OIH     284.12  Jan'25 235   72.00   19.0   18.9   19.0   18.9 207.49 302.12  0.27  0.06    82    71    43     7.3     7.3  94.69    37   4.73 117.53
PANW    332.05  Mar+ 305     36.45    5.9   48.1    5.9   48.1 294.95 340.55  0.11  0.03    82    74    42     2.3    18.8 143.17    37   0.75 152.52
PANW    332.05  Mar  300     41.85    6.2   38.3    6.2   38.3 289.33 340.73  0.13  0.03    82    75    43     2.2    13.9 140.27    32   0.97 150.02
PANW    332.05  May  290     56.80    9.7   29.1    9.7   29.1 273.41 344.71  0.18  0.04    82    73    43     3.5    10.5 130.32    34   1.94 145.02
FNV     109.49  Jun  95      18.90    8.0   18.5    8.0   18.5  89.87 112.93  0.18  0.03    82    74    44     2.0     4.6  43.16    17   0.82  47.53
ALB     125.95  Jan'25 90    45.55   21.5   21.4   21.5   21.4  78.69 133.59  0.38  0.06    82    74    45     7.3     7.2  35.47    11   1.81  45.03
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
FORM     39.78  Jul  30      11.60   10.3   20.3   10.3   20.3  27.98  41.15  0.30  0.03    82    76    47     1.2     2.4  13.25    10   0.30  15.02
FROG     33.21  Feb  30       4.00    4.1   48.5    4.1   48.5  29.26  33.80  0.12  0.02    82    77    45     0.9    10.6  14.29    24   0.05  15.02
FRPT     85.60  Mar  75      12.90    5.4   33.5    5.4   33.5  72.56  87.51  0.15  0.02    82    77    45     1.2     7.3  35.27    30   0.24  37.53
OZK      45.85  Jan+ 44       2.40    1.7   63.7    1.7   63.7  43.53  46.23  0.05  0.01    82    76    44     0.3    12.5  21.52    37   0.02  22.02
OZK      45.85  Feb  42.5     4.10    2.6   30.2    2.6   30.2  41.78  46.38  0.09  0.01    82    77    46     0.3     3.1  20.57    13   0.07  21.27
FRPT     85.60  Dec  65      27.30   20.6   22.2   20.6   22.2  57.19  90.94  0.33  0.06    82    74    44     8.0     8.6  25.87    29   1.21  32.53
FRPT     85.60  Jan'25 65    27.80   22.6   22.5   22.6   22.5  56.59  91.34  0.34  0.07    82    73    44     8.8     8.8  25.37    28   1.31  32.53
FRPT     85.60  Apr  72.5    15.90    6.8   26.4    6.8   26.4  69.43  87.88  0.19  0.03    82    77    45     1.4     5.6  33.52    30   0.37  36.28
FNGS     37.79  Jun  34       5.20    6.2   14.4    6.2   14.4  32.40  38.76  0.14  0.03    82    74    44     1.4     3.3  15.67    20   0.29  17.02
PCOR     68.32  Jun  55      16.10    8.7   20.2    8.7   20.2  51.85  70.48  0.24  0.03    82    76    46     1.6     3.8  24.80    16   0.47  27.52
FIX     202.22  Nov  165     48.50   11.8   14.1   11.8   14.1 151.07 210.60  0.25  0.04    82    73    45     2.5     3.0  71.29    20   2.75  82.53
PBF      42.10  Feb  38       4.90    3.2   37.7    3.2   37.7  37.24  42.69  0.12  0.01    82    78    46     0.3     3.3  18.27    17   0.06  19.02
FIVE    190.01  May  165     31.80    7.3   21.9    7.3   21.9 157.21 195.55  0.17  0.03    82    75    45     1.8     5.3  75.78    23   1.10  82.53
PDD     143.16  Apr  130     20.65   11.6   45.0   11.6   45.0 121.94 149.83  0.15  0.05    82    71    40     5.6    21.8  57.59    37   0.67  65.03
PDD     143.16  Mar  130     17.05    5.4   33.6    5.4   33.6 125.79 146.48  0.12  0.02    82    75    43     1.9    11.5  61.19    19   0.42  65.03
FLR      37.15  Jan'25 30    10.40   21.1   21.0   21.1   21.0  26.25  39.65  0.29  0.07    82    71    43     8.3     8.2  11.83    31   0.60  15.02
PATH     22.09  Jan'25 17.5   7.50   40.7   40.5   40.7   40.5  14.34  24.50  0.35  0.11    82    69    41    20.9    20.7   5.92    27   0.35   8.77
PARR     33.93  Mar  30       4.80    4.4   27.1    4.4   27.1  29.13  34.55  0.14  0.02    82    77    46     0.5     3.0  14.21    20   0.10  15.02
FND     103.78  Jul  85      24.70   13.4   26.4   13.4   26.4  78.32 108.69  0.25  0.05    82    74    44     5.0     9.8  36.65    30   0.86  42.53
FLR      37.15  Apr  32.5     5.90    6.2   24.0    6.2   24.0  31.18  38.08  0.16  0.03    82    76    45     1.4     5.3  15.08    23   0.17  16.27
ALB     125.95  Jun  100     32.60   13.0   30.2   13.0   30.2  92.59 131.59  0.26  0.04    82    75    45     4.3    10.0  43.42    11   0.86  50.03
PATH     22.09  Aug  18       6.05   22.5   38.5   22.5   38.5  15.93  23.69  0.28  0.07    82    72    42    10.4    17.9   7.12    23   0.21   9.02
OZK      45.85  May  40       7.40    6.1   18.3    6.1   18.3  38.28  46.98  0.17  0.02    82    75    45     0.9     2.8  18.52     8   0.27  20.02
OLLI     74.45  Apr  65      12.10    7.2   28.1    7.2   28.1  62.11  76.61  0.17  0.03    82    76    44     2.4     9.2  29.92    32   0.34  32.53
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
OLLI     74.45  Jul  62.5    16.10   12.4   24.4   12.4   24.4  57.82  77.82  0.22  0.05    82    74    44     4.7     9.3  27.17    26   0.63  31.27
OLLI     74.45  Jan'25 60    20.80   21.0   20.9   21.0   20.9  52.54  79.44  0.29  0.07    82    71    43     8.1     8.1  23.72    28   1.21  30.02
GD      250.65  Jan'25 230   35.30    9.8    9.8    9.8    9.8 210.82 260.52  0.16  0.04    82    68    42     2.5     2.5 100.42    44   4.63 115.03
GDDY    104.90  May  95      13.90    7.4   22.1    7.4   22.1  90.46 108.11  0.14  0.03    82    73    42     2.8     8.3  43.58    30   0.64  47.53
GDDY    104.90  Mar+ 98       8.60    2.8   22.4    2.8   22.4  96.16 106.21  0.08  0.01    82    76    45     0.4     3.1  47.38    18   0.24  49.03
OLED    178.66  Jan'25 145   49.40   22.3   22.2   22.3   22.2 126.44 191.33  0.29  0.07    82    71    43     9.0     9.0  56.83    33   2.92  72.53
OIH     284.12  Feb+ 262.5   26.60    3.4   32.6    3.4   32.6 257.07 288.40  0.10  0.02    82    76    45     0.7     7.1 126.35    32   0.55 131.27
OIH     284.12  Mar+ 260     28.70    3.0   24.5    3.0   24.5 254.88 287.91  0.10  0.01    82    77    46     0.3     2.2 125.50    22   0.64 130.02
OIH     284.12  Jul  245     54.20   11.6   22.8   11.6   22.8 227.54 296.57  0.20  0.04    82    73    43     4.3     8.5 107.49    39   2.48 122.53
GDX      28.39  Sep  24       6.05   11.4   16.7   11.4   16.7  22.11  29.57  0.22  0.04    82    73    44     3.4     5.1  10.42    23   0.33  12.02
GDXJ     34.66  May  30       5.90    6.4   19.2    6.4   19.2  28.66  35.55  0.17  0.03    82    75    45     1.1     3.3  13.84    16   0.20  15.02
GE      127.97  Sep  105     29.00    9.6   14.1    9.6   14.1  97.64 132.42  0.24  0.03    82    75    45     1.9     2.8  46.54    47   1.43  52.53
ON       73.80  Mar+ 65      10.65    5.0   40.6    5.0   40.6  63.09  75.34  0.15  0.02    82    77    45     1.2     9.8  30.73    37   0.16  32.53
ORLY    990.25  Jun  890    133.20    6.1   14.2    6.1   14.2 849.491015.39  0.14  0.03    82    74    44     1.4     3.2 412.13    35   7.66 445.02
ORLY    990.25  Aug  880    155.00    8.7   14.9    8.7   14.9 825.081024.58  0.17  0.03    82    73    43     2.8     4.8 395.33    42  10.27 440.02
FSLR    149.10  Jan+ 140     10.65    1.9   70.5    1.9   70.5 138.47 150.42  0.07  0.01    82    79    46     0.3     9.7  68.53    12   0.08  70.03
OSIS    122.57  Nov  100     30.00   13.2   15.8   13.2   15.8  91.00 128.18  0.26  0.05    82    74    45     3.9     4.6  42.64    21   1.67  50.03
FSLR    149.10  Mar  130     24.20    7.6   46.7    7.6   46.7 124.58 153.63  0.16  0.03    82    76    44     2.8    17.6  59.98    22   0.42  65.03
ORLY    990.25  May  900    118.00    5.1   15.3    5.1   15.3 866.331011.83  0.13  0.02    82    74    44     1.0     3.1 422.33    33   6.02 450.02
ORCL    106.57  Feb+ 101      6.95    2.1   19.9    2.1   19.9  99.51 107.59  0.07  0.01    82    76    45     0.3     2.5  49.19    12   0.21  50.53
ONEW     29.29  Jul  22.5     8.30   11.5   22.7   11.5   22.7  20.86  30.42  0.29  0.04    82    76    46     2.3     4.5   9.82    16   0.23  11.27
FVRR     25.16  Apr  20       6.30    9.9   38.5    9.9   38.5  18.86  26.05  0.25  0.04    82    76    46     2.3     8.9   8.94    18   0.10  10.02
ON       73.80  Feb+ 66       9.65    5.0   48.1    5.0   48.1  64.11  75.36  0.13  0.02    82    76    45     1.3    12.2  31.23    37   0.14  33.03
ORCL    106.57  Jan'25 97.5  18.35   18.1   18.0   18.1   18.0  86.36 113.74  0.19  0.07    82    65    39     7.3     7.3  39.54    35   1.96  48.78
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
FSV     161.46  Aug  145     23.10    7.3   12.5    7.3   12.5 136.77 166.26  0.15  0.03    82    73    43     1.9     3.3  65.94    20   1.69  72.53
FTNT     62.00  Feb+ 56       7.50    4.6   44.6    4.6   44.6  54.48  63.23  0.12  0.02    82    77    44     1.3    12.8  26.58    38   0.12  28.02
SMH     175.70  Mar+ 165     13.95    3.4   27.5    3.4   27.5 161.44 178.39  0.08  0.02    82    75    43     1.0     7.9  79.32    27   0.41  82.53
SAIA    437.99  Jun  350    104.30    8.3   19.3    8.3   19.3 330.78 451.14  0.24  0.03    82    77    46     1.2     2.9 158.77    19   3.01 175.02
SAIA    437.99  Dec  330    140.10   19.4   20.9   19.4   20.9 291.86 463.82  0.33  0.06    82    73    45     6.4     6.9 132.96    24   6.13 165.02
WMT     161.83  Apr  155     10.90    4.2   16.5    4.2   16.5 150.23 164.95  0.07  0.02    82    70    41     1.5     5.6  73.50    31   0.80  77.53
WOLF     32.73  Jun  20      14.40   16.0   37.3   16.0   37.3  18.26  34.08  0.44  0.04    82    78    47     3.6     8.3   8.41    24   0.17  10.02
BRBR     53.97  Dec  42.5    15.10   15.2   16.4   15.2   16.4  38.18  56.66  0.29  0.05    82    74    45     4.3     4.6  17.70    30   0.79  21.27
DXCM    124.46  Sep  100     33.60   18.6   27.4   18.6   27.4  89.60 132.09  0.28  0.06    82    73    43     7.8    11.4  40.93    22   1.36  50.03
BRKB    361.10  Feb+ 350     14.90    1.7   16.4    1.7   16.4 345.57 364.02  0.04  0.01    82    74    43     0.4     3.8 171.28    15   0.73 175.02
SAGE     26.40  Jan'25 17.5  11.20   27.5   27.4   27.5   27.4  14.95  28.20  0.43  0.07    82    75    46    10.7    10.6   6.53    13   0.35   8.77
DXCM    124.46  May  105     25.30   10.7   31.9   10.7   31.9  98.56 129.45  0.21  0.04    82    75    44     4.0    12.1  46.73    20   0.70  52.53
WOLF     32.73  Feb+ 28       5.80    6.9  147.6    6.9  147.6  27.00  33.62  0.17  0.03    82    77    45     2.3    48.6  13.01   101   0.03  14.02
SVXY    104.13  Jan'25 88    22.50   11.8   11.7   11.8   11.7  79.96 108.58  0.23  0.04    82    72    44     2.7     2.7  37.70    37   1.77  44.03
SVXY    104.13  Jan'25 87    23.00   10.5   10.5   10.5   10.5  79.48 108.10  0.24  0.04    82    73    45     2.1     2.1  37.70    36   1.75  43.53
UDOW     71.98  Jun  63      12.60   10.5   24.3   10.5   24.3  58.94  74.91  0.18  0.04    82    73    43     3.8     8.8  27.96    27   0.54  31.52
SMH     175.70  Jun  157.5   24.95    7.3   16.9    7.3   16.9 149.49 180.94  0.15  0.03    82    74    43     2.3     5.4  72.07    32   1.36  78.78
SMH     175.70  May  160     22.35    7.4   22.1    7.4   22.1 152.38 181.13  0.13  0.03    82    73    42     2.9     8.6  73.42    32   1.07  80.03
CTLT     49.42  Jun  37.5    14.00    9.6   22.3    9.6   22.3  35.20  51.03  0.29  0.03    82    77    47     1.3     3.1  16.74    31   0.32  18.77
